#
# Rotation matrix for each block in a genesis file.
# Format is:  R11 R12 R13 R21 R22 R23 R31 R32 R33
#
0.8936	0.4464	-0.0463	0.0021	0.0991	0.9951	0.4488	-0.8893	0.0877
-0.1817	0.5847	-0.7906	0.8656	0.4766	0.1534	0.4665	-0.6565	-0.5928
-0.5847	-0.8090	0.0601	0.0651	0.0271	0.9975	-0.8087	0.5871	0.0368
-0.7639	-0.2728	-0.5848	0.5576	0.1772	-0.8110	0.3249	-0.9456	0.0167
-0.5784	0.4655	-0.6699	0.7763	0.5663	-0.2768	0.2505	-0.6802	-0.6889
0.7881	0.4983	0.3613	0.0575	0.5248	-0.8493	-0.6128	0.6901	0.3850
-0.5762	0.1551	0.8025	0.7005	0.5995	0.3871	-0.4210	0.7852	-0.4541
-0.8234	0.4154	0.3867	0.4547	0.0750	0.8875	0.3396	0.9066	-0.2506
-0.6922	-0.5435	-0.4748	0.0274	0.6376	-0.7699	0.7212	-0.5460	-0.4264
-0.9899	-0.0952	-0.1054	0.1040	0.0190	-0.9944	0.0967	-0.9953	-0.0089
0.3449	0.7135	0.6098	0.3934	0.4800	-0.7841	-0.8522	0.5104	-0.1151
0.8370	0.5041	-0.2128	0.2387	0.0135	0.9710	0.4924	-0.8635	-0.1091
-0.7502	-0.4139	-0.5157	0.4002	0.3366	-0.8524	0.5264	-0.8458	-0.0869
-0.2401	0.2938	0.9252	0.5515	0.8256	-0.1190	-0.7988	0.4817	-0.3603
0.5006	-0.3213	0.8039	0.7843	0.5615	-0.2639	-0.3666	0.7625	0.5331
0.1709	-0.9585	0.2283	0.3419	0.2750	0.8986	-0.9240	-0.0755	0.3747
0.0915	0.9859	0.1403	0.4064	0.0917	-0.9091	-0.9091	0.1402	-0.3923
-0.7204	-0.1287	0.6816	0.6559	0.1930	0.7297	-0.2254	0.9727	-0.0546
0.6345	-0.7186	-0.2847	0.5136	0.1167	0.8501	-0.5776	-0.6856	0.4431
0.3638	0.0470	-0.9303	0.7155	0.6254	0.3114	0.5965	-0.7789	0.1939
0.5529	0.7459	-0.3714	0.0277	0.4290	0.9029	0.8328	-0.5095	0.2165
-0.5664	0.7693	-0.2954	0.4881	0.6020	0.6320	0.6641	0.2138	-0.7165
-0.6094	0.7672	-0.1999	0.7513	0.6394	0.1634	0.2532	-0.0506	-0.9661
0.7813	-0.5844	-0.2190	0.2811	0.0162	0.9596	-0.5572	-0.8113	0.1769
0.7733	0.2502	0.5826	0.2092	0.7667	-0.6070	-0.5986	0.5912	0.5405
0.8617	0.4830	-0.1552	0.1445	0.0595	0.9877	0.4863	-0.8736	-0.0185
0.0229	0.3956	0.9181	0.4525	0.8148	-0.3624	-0.8915	0.4237	-0.1603
0.9044	0.4186	-0.0831	0.0608	0.0665	0.9959	0.4224	-0.9057	0.0347
0.2269	-0.5790	-0.7831	0.4057	0.7872	-0.4645	0.8854	-0.2123	0.4135
0.5265	0.5323	0.6629	0.2741	0.6318	-0.7250	-0.8048	0.5634	0.1867
-0.6858	-0.3937	0.6121	0.3358	0.5750	0.7460	-0.6457	0.7172	-0.2622
0.4177	-0.4456	0.7918	0.8285	0.5445	-0.1307	-0.3729	0.7107	0.5966
-0.6162	0.6617	-0.4272	0.3176	0.7051	0.6340	0.7207	0.2549	-0.6447
-0.1108	-0.2137	0.9706	0.9724	0.1782	0.1503	-0.2051	0.9605	0.1881
-0.0899	0.3114	0.9460	0.9262	0.3753	-0.0355	-0.3661	0.8730	-0.3221
-0.9244	0.3109	-0.2209	0.2758	0.1450	-0.9502	-0.2634	-0.9393	-0.2198
-0.4604	-0.5817	-0.6705	0.4348	0.5108	-0.7417	0.7739	-0.6331	0.0178
0.7178	0.6954	0.0338	0.0180	0.0300	-0.9994	-0.6960	0.7180	0.0090
-0.0215	-0.7794	0.6262	0.7072	0.4309	0.5605	-0.7067	0.4549	0.5419
-0.5313	-0.6459	0.5482	0.0362	0.6291	0.7765	-0.8464	0.4324	-0.3108
-0.1052	-0.7025	0.7039	0.3343	0.6416	0.6903	-0.9366	0.3079	0.1674
-0.9634	-0.0264	0.2668	0.2474	0.2966	0.9224	-0.1035	0.9546	-0.2792
-0.0311	0.6816	-0.7310	0.4179	0.6733	0.6100	0.9080	-0.2865	-0.3058
-0.5967	-0.7994	-0.0699	0.0559	0.0455	-0.9974	0.8005	-0.5990	0.0176
0.3390	0.6717	0.6587	0.4883	0.4728	-0.7335	-0.8041	0.5703	-0.1677
-0.0473	0.9985	0.0264	0.0236	0.0275	-0.9993	-0.9986	-0.0467	-0.0249
-0.7218	0.6142	-0.3190	0.4204	0.7552	0.5029	0.5498	0.2288	-0.8033
0.5303	0.6410	-0.5548	0.4678	0.3246	0.8221	0.7071	-0.6955	-0.1277
0.4327	0.2513	0.8658	0.6053	0.6307	-0.4856	-0.6681	0.7342	0.1208
-0.4770	-0.5812	-0.6594	0.4670	0.4680	-0.7503	0.7446	-0.6658	0.0482
0.7709	-0.3703	-0.5182	0.6281	0.5769	0.5222	0.1056	-0.7281	0.6773
0.0674	0.8428	-0.5340	0.4992	0.4349	0.7494	0.8639	-0.3171	-0.3914
-0.0449	0.2340	-0.9712	0.2679	0.9394	0.2140	0.9624	-0.2506	-0.1049
0.5496	-0.7597	-0.3476	0.6932	0.1824	0.6973	-0.4663	-0.6242	0.6269
0.9577	0.0654	0.2801	0.2748	0.0800	-0.9582	-0.0851	0.9946	0.0587
-0.7243	-0.3627	0.5863	0.5345	0.2418	0.8099	-0.4355	0.9000	0.0187
-0.6472	0.2790	-0.7094	0.5595	0.8059	-0.1935	0.5178	-0.5222	-0.6777
0.2812	0.7093	-0.6464	0.3880	0.5320	0.7526	0.8777	-0.4624	-0.1256
0.6219	0.7342	-0.2723	0.2335	0.1581	0.9594	0.7475	-0.6603	-0.0731
-0.9555	-0.1176	-0.2704	0.2298	0.2773	-0.9329	0.1847	-0.9536	-0.2380
-0.2833	-0.3329	0.8994	0.1390	0.9137	0.3820	-0.9489	0.2332	-0.2126
-0.5367	0.6908	-0.4845	0.7573	0.1412	-0.6376	-0.3721	-0.7091	-0.5989
-0.5364	0.5521	0.6383	0.1011	0.7929	-0.6009	-0.8379	-0.2579	-0.4811
-0.3371	0.7235	-0.6024	0.9047	0.4261	0.0055	0.2607	-0.5431	-0.7981
0.2112	-0.5445	0.8117	0.9734	0.1929	-0.1239	-0.0892	0.8163	0.5708
0.2778	0.7076	-0.6498	0.2938	0.5814	0.7587	0.9146	-0.4017	-0.0464
-0.4569	-0.2114	-0.8641	0.7861	0.3588	-0.5034	0.4164	-0.9092	0.0023
0.5098	-0.3866	0.7685	0.0308	0.9010	0.4328	-0.8598	-0.1969	0.4712
-0.1672	-0.6117	0.7733	0.8917	0.2408	0.3832	-0.4206	0.7536	0.5052
-0.4509	-0.6849	0.5723	0.0174	0.6344	0.7728	-0.8924	0.3585	-0.2741
-0.5803	0.6106	0.5388	0.8137	0.4621	0.3526	-0.0337	0.6431	-0.7651
0.1483	0.4171	0.8967	0.7399	0.5548	-0.3804	-0.6562	0.7198	-0.2264
-0.2500	0.0639	0.9661	0.9245	0.3123	0.2186	-0.2878	0.9478	-0.1371
-0.1452	-0.6227	0.7689	0.8176	0.3621	0.4477	-0.5572	0.6937	0.4565
0.7310	0.2501	-0.6349	0.5344	0.3688	0.7605	0.4244	-0.8952	0.1359
-0.3839	0.4610	-0.8001	0.8815	0.4410	-0.1688	0.2750	-0.7701	-0.5756
0.8875	-0.3855	0.2525	0.3516	0.2122	-0.9118	0.2979	0.8980	0.3239
-0.1191	0.9926	0.0255	0.0174	0.0278	-0.9995	-0.9927	-0.1186	-0.0206
-0.5223	0.4892	-0.6985	0.6969	0.7169	-0.0190	0.4915	-0.4967	-0.7153
0.6206	0.3483	-0.7026	0.6367	0.2993	0.7107	0.4578	-0.8883	-0.0360
0.6548	0.6203	0.4318	0.4919	0.0840	-0.8666	-0.5738	0.7799	-0.2502
0.8287	0.5412	-0.1427	0.1041	0.1014	0.9894	0.5499	-0.8347	0.0277
-0.3359	-0.9172	-0.2142	0.1293	0.1804	-0.9751	0.9330	-0.3552	0.0580
0.6632	0.4687	0.5835	0.5807	0.1696	-0.7962	-0.4722	0.8669	-0.1597
0.7332	0.0913	0.6739	0.5281	0.5478	-0.6488	-0.4284	0.8316	0.3534
0.2013	0.9323	-0.3006	0.4892	0.1701	0.8554	0.8486	-0.3192	-0.4219
0.3011	0.9334	0.1953	0.0834	0.1783	-0.9804	-0.9499	0.3115	-0.0242
